job_title,company,location,description,skills_list,date_posted,extracted_skills
Backend Developer,TCS,Pune,"Looking for a candidate with experience in Power BI, Hadoop, Kubernetes, Scikit-learn, Docker, Python.","Power BI, Hadoop, Kubernetes, Scikit-learn, Docker, Python",2023-10-27,"['python', 'docker', 'kubernetes', 'scikit-learn', 'power bi', 'hadoop']"
NLP Engineer,Infosys,Hyderabad,"Looking for a candidate with experience in Kubernetes, AWS, Java, NumPy, Pandas, React.","Kubernetes, AWS, Java, NumPy, Pandas, React",2024-08-17,"['java', 'aws', 'kubernetes', 'react', 'pandas', 'numpy']"
Data Analyst,Infosys,Chennai,"Looking for a candidate with experience in React, Tableau, Hadoop, Deep Learning, SQL, Kubernetes.","React, Tableau, Hadoop, Deep Learning, SQL, Kubernetes",2023-08-14,"['sql', 'kubernetes', 'deep learning', 'react', 'tableau', 'hadoop']"
Cloud Engineer,Capgemini,Bangalore,"Looking for a candidate with experience in TensorFlow, Docker, Node.js, Spark, SQL.","TensorFlow, Docker, Node.js, Spark, SQL",2023-11-02,"['sql', 'docker', 'tensorflow', 'node.js', 'spark']"
Data Analyst,Google,Bangalore,"Looking for a candidate with experience in Python, NLP, NumPy, Hadoop, Pandas, Tableau.","Python, NLP, NumPy, Hadoop, Pandas, Tableau",2024-04-29,"['python', 'pandas', 'numpy', 'tableau', 'hadoop', 'nlp']"
Full Stack Developer,Google,Hyderabad,"Looking for a candidate with experience in Deep Learning, PyTorch, NumPy, Hadoop.","Deep Learning, PyTorch, NumPy, Hadoop",2024-07-19,"['pytorch', 'deep learning', 'numpy', 'hadoop']"
NLP Engineer,Google,Chennai,"Looking for a candidate with experience in NLP, Deep Learning, Java, SQL, Scikit-learn.","NLP, Deep Learning, Java, SQL, Scikit-learn",2024-05-07,"['java', 'sql', 'deep learning', 'scikit-learn', 'nlp']"
Machine Learning Engineer,Flipkart,Hyderabad,"Looking for a candidate with experience in PyTorch, Spark, SQL, React, Pandas, Docker.","PyTorch, Spark, SQL, React, Pandas, Docker",2023-04-05,"['sql', 'docker', 'pytorch', 'react', 'pandas', 'spark']"
Data Analyst,Accenture,Mumbai,"Looking for a candidate with experience in AWS, Kubernetes, Tableau, Pandas, Python, TensorFlow.","AWS, Kubernetes, Tableau, Pandas, Python, TensorFlow",2024-05-14,"['python', 'aws', 'kubernetes', 'tensorflow', 'pandas', 'tableau']"
AI Engineer,Meta,Bangalore,"Looking for a candidate with experience in Kubernetes, Hadoop, Tableau, Scikit-learn, Docker.","Kubernetes, Hadoop, Tableau, Scikit-learn, Docker",2023-11-27,"['docker', 'kubernetes', 'scikit-learn', 'tableau', 'hadoop']"
Machine Learning Engineer,Infosys,Delhi,"Looking for a candidate with experience in Python, NLP, Spark, Deep Learning, Java, AWS, NumPy.","Python, NLP, Spark, Deep Learning, Java, AWS, NumPy",2024-02-16,"['python', 'java', 'aws', 'deep learning', 'numpy', 'spark', 'nlp']"
Data Scientist,Capgemini,Delhi,"Looking for a candidate with experience in PyTorch, Python, TensorFlow, NumPy, SQL.","PyTorch, Python, TensorFlow, NumPy, SQL",2023-10-12,"['python', 'sql', 'tensorflow', 'pytorch', 'numpy']"
AI Engineer,Meta,Chennai,"Looking for a candidate with experience in PyTorch, React, Python, Docker, TensorFlow, Pandas, Deep Learning.","PyTorch, React, Python, Docker, TensorFlow, Pandas, Deep Learning",2024-03-13,"['python', 'docker', 'tensorflow', 'pytorch', 'deep learning', 'react', 'pandas']"
Data Analyst,IBM,Mumbai,"Looking for a candidate with experience in TensorFlow, Node.js, React, Docker.","TensorFlow, Node.js, React, Docker",2024-08-14,"['docker', 'tensorflow', 'react', 'node.js']"
Cloud Engineer,Microsoft,Delhi,"Looking for a candidate with experience in Python, Scikit-learn, Pandas, SQL.","Python, Scikit-learn, Pandas, SQL",2024-03-23,"['python', 'sql', 'pandas', 'scikit-learn']"
Software Engineer,Amazon,Pune,"Looking for a candidate with experience in Kubernetes, Docker, Python, Scikit-learn.","Kubernetes, Docker, Python, Scikit-learn",2023-02-21,"['python', 'docker', 'kubernetes', 'scikit-learn']"
Full Stack Developer,Accenture,Delhi,"Looking for a candidate with experience in Pandas, SQL, Hadoop, Spark, Node.js, Docker, NumPy.","Pandas, SQL, Hadoop, Spark, Node.js, Docker, NumPy",2024-03-21,"['sql', 'docker', 'node.js', 'pandas', 'numpy', 'spark', 'hadoop']"
AI Engineer,Accenture,Hyderabad,"Looking for a candidate with experience in Machine Learning, SQL, React, Tableau, AWS, Spark.","Machine Learning, SQL, React, Tableau, AWS, Spark",2024-11-20,"['sql', 'aws', 'machine learning', 'react', 'tableau', 'spark']"
Data Scientist,TCS,Delhi,"Looking for a candidate with experience in PyTorch, AWS, Power BI, Hadoop, Docker.","PyTorch, AWS, Power BI, Hadoop, Docker",2023-10-30,"['aws', 'docker', 'pytorch', 'power bi', 'hadoop']"
Data Scientist,Infosys,Hyderabad,"Looking for a candidate with experience in PyTorch, SQL, Java, NLP.","PyTorch, SQL, Java, NLP",2023-01-26,"['java', 'sql', 'pytorch', 'nlp']"
Cloud Engineer,Oracle,Delhi,"Looking for a candidate with experience in Node.js, PyTorch, Python, Kubernetes, TensorFlow.","Node.js, PyTorch, Python, Kubernetes, TensorFlow",2023-10-07,"['python', 'kubernetes', 'tensorflow', 'pytorch', 'node.js']"
NLP Engineer,Flipkart,Chennai,"Looking for a candidate with experience in PyTorch, Machine Learning, Java, SQL.","PyTorch, Machine Learning, Java, SQL",2023-02-10,"['java', 'sql', 'pytorch', 'machine learning']"
Cloud Engineer,Accenture,Delhi,"Looking for a candidate with experience in NLP, TensorFlow, Hadoop, Kubernetes, Scikit-learn, Python, PyTorch.","NLP, TensorFlow, Hadoop, Kubernetes, Scikit-learn, Python, PyTorch",2024-02-22,"['python', 'kubernetes', 'tensorflow', 'pytorch', 'scikit-learn', 'hadoop', 'nlp']"
NLP Engineer,Microsoft,Chennai,"Looking for a candidate with experience in Scikit-learn, NLP, NumPy, SQL, Machine Learning.","Scikit-learn, NLP, NumPy, SQL, Machine Learning",2023-11-07,"['sql', 'machine learning', 'numpy', 'scikit-learn', 'nlp']"
Data Scientist,TCS,Delhi,"Looking for a candidate with experience in React, Kubernetes, Pandas, Spark.","React, Kubernetes, Pandas, Spark",2024-09-05,"['kubernetes', 'react', 'pandas', 'spark']"
NLP Engineer,Infosys,Bangalore,"Looking for a candidate with experience in Kubernetes, NumPy, Docker, Scikit-learn, Java, Machine Learning, Hadoop.","Kubernetes, NumPy, Docker, Scikit-learn, Java, Machine Learning, Hadoop",2023-04-25,"['java', 'docker', 'kubernetes', 'machine learning', 'numpy', 'scikit-learn', 'hadoop']"
Machine Learning Engineer,Flipkart,Bangalore,"Looking for a candidate with experience in Hadoop, Python, React, Machine Learning.","Hadoop, Python, React, Machine Learning",2024-08-09,"['python', 'machine learning', 'react', 'hadoop']"
DevOps Engineer,IBM,Mumbai,"Looking for a candidate with experience in Hadoop, Power BI, Machine Learning, PyTorch, Spark, TensorFlow.","Hadoop, Power BI, Machine Learning, PyTorch, Spark, TensorFlow",2023-08-23,"['tensorflow', 'pytorch', 'machine learning', 'power bi', 'spark', 'hadoop']"
Data Analyst,TCS,Chennai,"Looking for a candidate with experience in React, NLP, AWS, Power BI, TensorFlow, SQL, Scikit-learn.","React, NLP, AWS, Power BI, TensorFlow, SQL, Scikit-learn",2024-03-31,"['sql', 'aws', 'tensorflow', 'react', 'scikit-learn', 'power bi', 'nlp']"
Software Engineer,Microsoft,Delhi,"Looking for a candidate with experience in NumPy, PyTorch, SQL, TensorFlow, Pandas, NLP.","NumPy, PyTorch, SQL, TensorFlow, Pandas, NLP",2023-07-30,"['sql', 'tensorflow', 'pytorch', 'pandas', 'numpy', 'nlp']"
Data Analyst,Infosys,Bangalore,"Looking for a candidate with experience in Hadoop, Power BI, Spark, Scikit-learn, NLP, AWS.","Hadoop, Power BI, Spark, Scikit-learn, NLP, AWS",2024-06-30,"['aws', 'scikit-learn', 'power bi', 'spark', 'hadoop', 'nlp']"
Cloud Engineer,Capgemini,Mumbai,"Looking for a candidate with experience in SQL, Node.js, AWS, TensorFlow, NLP.","SQL, Node.js, AWS, TensorFlow, NLP",2023-07-01,"['sql', 'aws', 'tensorflow', 'node.js', 'nlp']"
NLP Engineer,Flipkart,Mumbai,"Looking for a candidate with experience in TensorFlow, Spark, Hadoop, AWS, NumPy, Python, Java.","TensorFlow, Spark, Hadoop, AWS, NumPy, Python, Java",2024-09-19,"['python', 'java', 'aws', 'tensorflow', 'numpy', 'spark', 'hadoop']"
Machine Learning Engineer,Capgemini,Delhi,"Looking for a candidate with experience in Python, PyTorch, React, Scikit-learn, Tableau.","Python, PyTorch, React, Scikit-learn, Tableau",2023-07-31,"['python', 'pytorch', 'react', 'scikit-learn', 'tableau']"
Backend Developer,Flipkart,Bangalore,"Looking for a candidate with experience in Java, Kubernetes, Tableau, AWS, TensorFlow, Pandas.","Java, Kubernetes, Tableau, AWS, TensorFlow, Pandas",2024-09-13,"['java', 'aws', 'kubernetes', 'tensorflow', 'pandas', 'tableau']"
Machine Learning Engineer,Microsoft,Chennai,"Looking for a candidate with experience in Node.js, Deep Learning, Docker, Tableau, Java, AWS.","Node.js, Deep Learning, Docker, Tableau, Java, AWS",2024-10-13,"['java', 'aws', 'docker', 'deep learning', 'node.js', 'tableau']"
NLP Engineer,Capgemini,Chennai,"Looking for a candidate with experience in Scikit-learn, TensorFlow, Kubernetes, Spark.","Scikit-learn, TensorFlow, Kubernetes, Spark",2024-07-27,"['kubernetes', 'tensorflow', 'scikit-learn', 'spark']"
DevOps Engineer,Meta,Mumbai,"Looking for a candidate with experience in Scikit-learn, AWS, Deep Learning, Spark, Kubernetes.","Scikit-learn, AWS, Deep Learning, Spark, Kubernetes",2024-09-21,"['aws', 'kubernetes', 'deep learning', 'scikit-learn', 'spark']"
Software Engineer,Accenture,Bangalore,"Looking for a candidate with experience in NLP, Machine Learning, Node.js, NumPy.","NLP, Machine Learning, Node.js, NumPy",2024-05-06,"['machine learning', 'node.js', 'numpy', 'nlp']"
Machine Learning Engineer,Meta,Mumbai,"Looking for a candidate with experience in Python, AWS, PyTorch, TensorFlow, Machine Learning, Java, Hadoop.","Python, AWS, PyTorch, TensorFlow, Machine Learning, Java, Hadoop",2024-10-03,"['python', 'java', 'aws', 'tensorflow', 'pytorch', 'machine learning', 'hadoop']"
NLP Engineer,Infosys,Pune,"Looking for a candidate with experience in Deep Learning, PyTorch, TensorFlow, NLP, Scikit-learn, Kubernetes, NumPy.","Deep Learning, PyTorch, TensorFlow, NLP, Scikit-learn, Kubernetes, NumPy",2023-07-24,"['kubernetes', 'tensorflow', 'pytorch', 'deep learning', 'numpy', 'scikit-learn', 'nlp']"
Machine Learning Engineer,Capgemini,Pune,"Looking for a candidate with experience in SQL, Pandas, React, Node.js, NumPy, Scikit-learn.","SQL, Pandas, React, Node.js, NumPy, Scikit-learn",2023-04-02,"['sql', 'react', 'node.js', 'pandas', 'numpy', 'scikit-learn']"
AI Engineer,IBM,Delhi,"Looking for a candidate with experience in Hadoop, Scikit-learn, Tableau, TensorFlow, Deep Learning.","Hadoop, Scikit-learn, Tableau, TensorFlow, Deep Learning",2024-10-08,"['tensorflow', 'deep learning', 'scikit-learn', 'tableau', 'hadoop']"
NLP Engineer,Microsoft,Pune,"Looking for a candidate with experience in Pandas, Power BI, TensorFlow, AWS, NumPy.","Pandas, Power BI, TensorFlow, AWS, NumPy",2024-03-28,"['aws', 'tensorflow', 'pandas', 'numpy', 'power bi']"
Data Analyst,Infosys,Bangalore,"Looking for a candidate with experience in SQL, Tableau, AWS, Scikit-learn, Deep Learning, Node.js.","SQL, Tableau, AWS, Scikit-learn, Deep Learning, Node.js",2023-11-23,"['sql', 'aws', 'deep learning', 'node.js', 'scikit-learn', 'tableau']"
AI Engineer,IBM,Chennai,"Looking for a candidate with experience in Power BI, Deep Learning, Node.js, TensorFlow.","Power BI, Deep Learning, Node.js, TensorFlow",2024-01-04,"['tensorflow', 'deep learning', 'node.js', 'power bi']"
NLP Engineer,Meta,Delhi,"Looking for a candidate with experience in AWS, Machine Learning, React, Kubernetes.","AWS, Machine Learning, React, Kubernetes",2024-06-24,"['aws', 'kubernetes', 'machine learning', 'react']"
Full Stack Developer,Amazon,Pune,"Looking for a candidate with experience in Python, Scikit-learn, TensorFlow, Kubernetes, NumPy.","Python, Scikit-learn, TensorFlow, Kubernetes, NumPy",2024-05-12,"['python', 'kubernetes', 'tensorflow', 'numpy', 'scikit-learn']"
Cloud Engineer,Amazon,Mumbai,"Looking for a candidate with experience in NLP, Docker, Node.js, NumPy, React, PyTorch.","NLP, Docker, Node.js, NumPy, React, PyTorch",2024-08-03,"['docker', 'pytorch', 'react', 'node.js', 'numpy', 'nlp']"
Data Scientist,Microsoft,Pune,"Looking for a candidate with experience in Tableau, Hadoop, Kubernetes, Java, NumPy, Node.js.","Tableau, Hadoop, Kubernetes, Java, NumPy, Node.js",2024-04-28,"['java', 'kubernetes', 'node.js', 'numpy', 'tableau', 'hadoop']"
NLP Engineer,Accenture,Mumbai,"Looking for a candidate with experience in NLP, Docker, Kubernetes, PyTorch, TensorFlow.","NLP, Docker, Kubernetes, PyTorch, TensorFlow",2024-03-28,"['docker', 'kubernetes', 'tensorflow', 'pytorch', 'nlp']"
Cloud Engineer,IBM,Delhi,"Looking for a candidate with experience in Kubernetes, PyTorch, Python, React, NLP, TensorFlow.","Kubernetes, PyTorch, Python, React, NLP, TensorFlow",2023-07-23,"['python', 'kubernetes', 'tensorflow', 'pytorch', 'react', 'nlp']"
Data Analyst,Oracle,Hyderabad,"Looking for a candidate with experience in React, NLP, Hadoop, NumPy.","React, NLP, Hadoop, NumPy",2023-03-03,"['react', 'numpy', 'hadoop', 'nlp']"
NLP Engineer,TCS,Mumbai,"Looking for a candidate with experience in Kubernetes, React, NLP, NumPy, Node.js.","Kubernetes, React, NLP, NumPy, Node.js",2024-02-16,"['kubernetes', 'react', 'node.js', 'numpy', 'nlp']"
Software Engineer,Microsoft,Bangalore,"Looking for a candidate with experience in Node.js, PyTorch, Tableau, Python.","Node.js, PyTorch, Tableau, Python",2023-02-14,"['python', 'pytorch', 'node.js', 'tableau']"
DevOps Engineer,Meta,Mumbai,"Looking for a candidate with experience in NumPy, Python, Docker, SQL, Power BI, Pandas, Hadoop.","NumPy, Python, Docker, SQL, Power BI, Pandas, Hadoop",2023-06-15,"['python', 'sql', 'docker', 'pandas', 'numpy', 'power bi', 'hadoop']"
Machine Learning Engineer,Accenture,Mumbai,"Looking for a candidate with experience in AWS, Pandas, Node.js, Hadoop, Python.","AWS, Pandas, Node.js, Hadoop, Python",2023-01-13,"['python', 'aws', 'node.js', 'pandas', 'hadoop']"
DevOps Engineer,Google,Pune,"Looking for a candidate with experience in Docker, Power BI, Tableau, Kubernetes.","Docker, Power BI, Tableau, Kubernetes",2024-01-16,"['docker', 'kubernetes', 'tableau', 'power bi']"
DevOps Engineer,Amazon,Delhi,"Looking for a candidate with experience in Spark, Power BI, Tableau, Java, PyTorch, Hadoop.","Spark, Power BI, Tableau, Java, PyTorch, Hadoop",2023-08-30,"['java', 'pytorch', 'tableau', 'power bi', 'spark', 'hadoop']"
NLP Engineer,Oracle,Hyderabad,"Looking for a candidate with experience in Node.js, NumPy, SQL, Scikit-learn, Pandas.","Node.js, NumPy, SQL, Scikit-learn, Pandas",2024-10-29,"['sql', 'node.js', 'pandas', 'numpy', 'scikit-learn']"
Software Engineer,Google,Bangalore,"Looking for a candidate with experience in Spark, Kubernetes, SQL, React, Python, Java, Pandas.","Spark, Kubernetes, SQL, React, Python, Java, Pandas",2024-01-20,"['python', 'java', 'sql', 'kubernetes', 'react', 'pandas', 'spark']"
Data Analyst,Flipkart,Chennai,"Looking for a candidate with experience in Spark, NumPy, Node.js, Kubernetes, Python, PyTorch, TensorFlow.","Spark, NumPy, Node.js, Kubernetes, Python, PyTorch, TensorFlow",2024-09-08,"['python', 'kubernetes', 'tensorflow', 'pytorch', 'node.js', 'numpy', 'spark']"
Data Scientist,Adobe,Delhi,"Looking for a candidate with experience in Tableau, Python, PyTorch, TensorFlow, Scikit-learn.","Tableau, Python, PyTorch, TensorFlow, Scikit-learn",2023-05-27,"['python', 'tensorflow', 'pytorch', 'scikit-learn', 'tableau']"
Machine Learning Engineer,IBM,Bangalore,"Looking for a candidate with experience in TensorFlow, PyTorch, Hadoop, AWS, NumPy, NLP.","TensorFlow, PyTorch, Hadoop, AWS, NumPy, NLP",2023-04-15,"['aws', 'tensorflow', 'pytorch', 'numpy', 'hadoop', 'nlp']"
Data Scientist,IBM,Hyderabad,"Looking for a candidate with experience in Power BI, React, Machine Learning, Hadoop, Pandas, Spark.","Power BI, React, Machine Learning, Hadoop, Pandas, Spark",2024-01-27,"['machine learning', 'react', 'pandas', 'power bi', 'spark', 'hadoop']"
Cloud Engineer,TCS,Pune,"Looking for a candidate with experience in Node.js, SQL, Deep Learning, Hadoop, Docker.","Node.js, SQL, Deep Learning, Hadoop, Docker",2023-03-27,"['sql', 'docker', 'deep learning', 'node.js', 'hadoop']"
Cloud Engineer,Infosys,Bangalore,"Looking for a candidate with experience in Scikit-learn, Java, Deep Learning, React, NLP, Pandas, Power BI.","Scikit-learn, Java, Deep Learning, React, NLP, Pandas, Power BI",2023-03-28,"['java', 'deep learning', 'react', 'pandas', 'scikit-learn', 'power bi', 'nlp']"
Backend Developer,Capgemini,Bangalore,"Looking for a candidate with experience in NLP, Docker, Python, Java, Node.js, Machine Learning.","NLP, Docker, Python, Java, Node.js, Machine Learning",2023-12-03,"['python', 'java', 'docker', 'machine learning', 'node.js', 'nlp']"
Cloud Engineer,Adobe,Chennai,"Looking for a candidate with experience in Node.js, PyTorch, NumPy, Java.","Node.js, PyTorch, NumPy, Java",2024-05-26,"['java', 'pytorch', 'node.js', 'numpy']"
Software Engineer,Oracle,Delhi,"Looking for a candidate with experience in Deep Learning, Spark, Tableau, Node.js, NLP.","Deep Learning, Spark, Tableau, Node.js, NLP",2024-11-22,"['deep learning', 'node.js', 'tableau', 'spark', 'nlp']"
Full Stack Developer,Adobe,Pune,"Looking for a candidate with experience in PyTorch, Java, NLP, Deep Learning, React, Node.js, Hadoop.","PyTorch, Java, NLP, Deep Learning, React, Node.js, Hadoop",2023-11-29,"['java', 'pytorch', 'deep learning', 'react', 'node.js', 'hadoop', 'nlp']"
Full Stack Developer,Capgemini,Mumbai,"Looking for a candidate with experience in Hadoop, AWS, Spark, TensorFlow.","Hadoop, AWS, Spark, TensorFlow",2024-01-14,"['aws', 'tensorflow', 'spark', 'hadoop']"
DevOps Engineer,Adobe,Pune,"Looking for a candidate with experience in Tableau, TensorFlow, Power BI, Python, Docker, React.","Tableau, TensorFlow, Power BI, Python, Docker, React",2024-10-19,"['python', 'docker', 'tensorflow', 'react', 'tableau', 'power bi']"
